aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,8,Norway,619,"Central Asia, regional",2020,4.34,Millions,Current Prices
ODA: Total Net,301,Canada,619,"Central Asia, regional",2020,0.01,Millions,Current Prices
ODA: Total Net,302,United States,619,"Central Asia, regional",2020,41.3,Millions,Current Prices
ODA: Total Net,11,Switzerland,619,"Central Asia, regional",2020,8.13,Millions,Current Prices
ODA: Total Net,10,Sweden,619,"Central Asia, regional",2020,1.56,Millions,Current Prices
ODA: Total Net,1,Austria,619,"Central Asia, regional",2020,1.5,Millions,Current Prices
ODA: Total Net,12,United Kingdom,619,"Central Asia, regional",2020,2.69,Millions,Current Prices
ODA: Total Net,18,Finland,619,"Central Asia, regional",2020,0.23,Millions,Current Prices
ODA: Total Net,18,Finland,625,Afghanistan,2020,27.93,Millions,Current Prices
ODA: Total Net,12,United Kingdom,625,Afghanistan,2020,289.28,Millions,Current Prices
ODA: Total Net,20,Iceland,625,Afghanistan,2020,0.85,Millions,Current Prices
ODA: Total Net,1,Austria,625,Afghanistan,2020,3.37,Millions,Current Prices
ODA: Total Net,11,Switzerland,625,Afghanistan,2020,36.04,Millions,Current Prices
ODA: Total Net,10,Sweden,625,Afghanistan,2020,114.03,Millions,Current Prices
ODA: Total Net,302,United States,625,Afghanistan,2020,1009.47,Millions,Current Prices
ODA: Total Net,4,France,625,Afghanistan,2020,7.34,Millions,Current Prices
ODA: Total Net,40,Greece,625,Afghanistan,2020,0.03,Millions,Current Prices
ODA: Total Net,301,Canada,625,Afghanistan,2020,86.01,Millions,Current Prices
ODA: Total Net,3,Denmark,625,Afghanistan,2020,45.04,Millions,Current Prices
ODA: Total Net,22,Luxembourg,625,Afghanistan,2020,3.97,Millions,Current Prices
ODA: Total Net,21,Ireland,625,Afghanistan,2020,3.17,Millions,Current Prices
ODA: Total Net,8,Norway,625,Afghanistan,2020,79.24,Millions,Current Prices
ODA: Total Net,801,Australia,10059,"Polynesia, Total",2020,57.01,Millions,Current Prices
ODA: Total Net,820,New Zealand,10059,"Polynesia, Total",2020,76.47,Millions,Current Prices
ODA: Total Net,742,Korea,10059,"Polynesia, Total",2020,1.46,Millions,Current Prices
ODA: Total Net,8,Norway,10059,"Polynesia, Total",2020,0.37,Millions,Current Prices
ODA: Total Net,701,Japan,10059,"Polynesia, Total",2020,28.43,Millions,Current Prices
ODA: Total Net,50,Spain,10059,"Polynesia, Total",2020,0.31,Millions,Current Prices
ODA: Total Net,5,Germany,10059,"Polynesia, Total",2020,0.2,Millions,Current Prices
ODA: Total Net,4,France,10059,"Polynesia, Total",2020,105.69,Millions,Current Prices
ODA: Total Net,301,Canada,10059,"Polynesia, Total",2020,0.5,Millions,Current Prices
ODA: Total Net,302,United States,10059,"Polynesia, Total",2020,1.59,Millions,Current Prices
ODA: Total Net,21,Ireland,10059,"Polynesia, Total",2020,2.09,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10059,"Polynesia, Total",2020,0.15,Millions,Current Prices
ODA: Total Net,10,Sweden,10100,"Developing Countries, Total",2020,3565.68,Millions,Current Prices
ODA: Total Net,11,Switzerland,10100,"Developing Countries, Total",2020,2852.85,Millions,Current Prices
ODA: Total Net,1,Austria,10100,"Developing Countries, Total",2020,561.38,Millions,Current Prices
ODA: Total Net,20,Iceland,10100,"Developing Countries, Total",2020,46.13,Millions,Current Prices
ODA: Total Net,2,Belgium,10100,"Developing Countries, Total",2020,1161.08,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10100,"Developing Countries, Total",2020,12210,Millions,Current Prices
ODA: Total Net,18,Finland,10100,"Developing Countries, Total",2020,655.59,Millions,Current Prices
ODA: Total Net,302,United States,10100,"Developing Countries, Total",2020,29673.06,Millions,Current Prices
ODA: Total Net,40,Greece,10100,"Developing Countries, Total",2020,84.78,Millions,Current Prices
ODA: Total Net,5,Germany,10100,"Developing Countries, Total",2020,22729.12,Millions,Current Prices
ODA: Total Net,4,France,10100,"Developing Countries, Total",2020,10671.47,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10100,"Developing Countries, Total",2020,306.07,Millions,Current Prices
ODA: Total Net,21,Ireland,10100,"Developing Countries, Total",2020,521.95,Millions,Current Prices
ODA: Total Net,3,Denmark,10100,"Developing Countries, Total",2020,1687.35,Millions,Current Prices
ODA: Total Net,301,Canada,10100,"Developing Countries, Total",2020,3713.72,Millions,Current Prices
ODA: Total Net,50,Spain,10100,"Developing Countries, Total",2020,735.92,Millions,Current Prices
ODA: Total Net,6,Italy,10100,"Developing Countries, Total",2020,1305.73,Millions,Current Prices
ODA: Total Net,701,Japan,10100,"Developing Countries, Total",2020,10243.23,Millions,Current Prices
ODA: Total Net,61,Slovenia,10100,"Developing Countries, Total",2020,30.2,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10100,"Developing Countries, Total",2020,72.7,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10100,"Developing Countries, Total",2020,37.35,Millions,Current Prices
ODA: Total Net,7,Netherlands,10100,"Developing Countries, Total",2020,3663.67,Millions,Current Prices
ODA: Total Net,76,Poland,10100,"Developing Countries, Total",2020,207.77,Millions,Current Prices
ODA: Total Net,75,Hungary,10100,"Developing Countries, Total",2020,225.93,Millions,Current Prices
ODA: Total Net,742,Korea,10100,"Developing Countries, Total",2020,1794.2,Millions,Current Prices
ODA: Total Net,8,Norway,10100,"Developing Countries, Total",2020,3116.44,Millions,Current Prices
ODA: Total Net,50,Spain,10002,"North of Sahara, Total",2020,-24.07,Millions,Current Prices
ODA: Total Net,5,Germany,10002,"North of Sahara, Total",2020,922.18,Millions,Current Prices
ODA: Total Net,40,Greece,10002,"North of Sahara, Total",2020,0.01,Millions,Current Prices
ODA: Total Net,4,France,10002,"North of Sahara, Total",2020,691.42,Millions,Current Prices
ODA: Total Net,302,United States,10002,"North of Sahara, Total",2020,124.47,Millions,Current Prices
ODA: Total Net,301,Canada,10002,"North of Sahara, Total",2020,10.26,Millions,Current Prices
ODA: Total Net,3,Denmark,10002,"North of Sahara, Total",2020,0.92,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10002,"North of Sahara, Total",2020,1.27,Millions,Current Prices
ODA: Total Net,21,Ireland,10002,"North of Sahara, Total",2020,0.06,Millions,Current Prices
ODA: Total Net,2,Belgium,10002,"North of Sahara, Total",2020,15.24,Millions,Current Prices
ODA: Total Net,18,Finland,10002,"North of Sahara, Total",2020,4.18,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10002,"North of Sahara, Total",2020,87.17,Millions,Current Prices
ODA: Total Net,11,Switzerland,10002,"North of Sahara, Total",2020,65.28,Millions,Current Prices
ODA: Total Net,10,Sweden,10002,"North of Sahara, Total",2020,13.8,Millions,Current Prices
ODA: Total Net,1,Austria,10002,"North of Sahara, Total",2020,8.85,Millions,Current Prices
ODA: Total Net,1,Austria,10003,"South of Sahara, Total",2020,66.56,Millions,Current Prices
ODA: Total Net,10,Sweden,10003,"South of Sahara, Total",2020,1094.33,Millions,Current Prices
ODA: Total Net,11,Switzerland,10003,"South of Sahara, Total",2020,547.23,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10003,"South of Sahara, Total",2020,2817.03,Millions,Current Prices
ODA: Total Net,18,Finland,10003,"South of Sahara, Total",2020,151.93,Millions,Current Prices
ODA: Total Net,2,Belgium,10003,"South of Sahara, Total",2020,433.63,Millions,Current Prices
ODA: Total Net,20,Iceland,10003,"South of Sahara, Total",2020,17.83,Millions,Current Prices
ODA: Total Net,21,Ireland,10003,"South of Sahara, Total",2020,264.88,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10003,"South of Sahara, Total",2020,137.32,Millions,Current Prices
ODA: Total Net,3,Denmark,10003,"South of Sahara, Total",2020,505.47,Millions,Current Prices
ODA: Total Net,301,Canada,10003,"South of Sahara, Total",2020,903.54,Millions,Current Prices
ODA: Total Net,302,United States,10003,"South of Sahara, Total",2020,11293.46,Millions,Current Prices
ODA: Total Net,4,France,10003,"South of Sahara, Total",2020,3490.77,Millions,Current Prices
ODA: Total Net,40,Greece,10003,"South of Sahara, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,6,Italy,10003,"South of Sahara, Total",2020,235.61,Millions,Current Prices
ODA: Total Net,5,Germany,10003,"South of Sahara, Total",2020,4082.24,Millions,Current Prices
ODA: Total Net,50,Spain,10003,"South of Sahara, Total",2020,107.06,Millions,Current Prices
ODA: Total Net,61,Slovenia,10003,"South of Sahara, Total",2020,0.25,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10003,"South of Sahara, Total",2020,12.31,Millions,Current Prices
ODA: Total Net,7,Netherlands,10003,"South of Sahara, Total",2020,668.89,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10003,"South of Sahara, Total",2020,2.92,Millions,Current Prices
ODA: Total Net,701,Japan,10003,"South of Sahara, Total",2020,1203.08,Millions,Current Prices
ODA: Total Net,742,Korea,10003,"South of Sahara, Total",2020,405.31,Millions,Current Prices
ODA: Total Net,68,Czech Republic,253,Malawi,2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,253,Malawi,2020,52.23,Millions,Current Prices
ODA: Total Net,76,Poland,253,Malawi,2020,0.02,Millions,Current Prices
ODA: Total Net,742,Korea,253,Malawi,2020,2.42,Millions,Current Prices
ODA: Total Net,75,Hungary,253,Malawi,2020,0,Millions,Current Prices
ODA: Total Net,801,Australia,253,Malawi,2020,1.26,Millions,Current Prices
ODA: Total Net,820,New Zealand,253,Malawi,2020,0.44,Millions,Current Prices
ODA: Total Net,12,United Kingdom,253,Malawi,2020,84.28,Millions,Current Prices
ODA: Total Net,20,Iceland,253,Malawi,2020,7.54,Millions,Current Prices
ODA: Total Net,2,Belgium,253,Malawi,2020,5.75,Millions,Current Prices
ODA: Total Net,18,Finland,253,Malawi,2020,1,Millions,Current Prices
ODA: Total Net,1,Austria,253,Malawi,2020,0.04,Millions,Current Prices
ODA: Total Net,10,Sweden,253,Malawi,2020,2.84,Millions,Current Prices
ODA: Total Net,11,Switzerland,253,Malawi,2020,0.71,Millions,Current Prices
ODA: Total Net,22,Luxembourg,253,Malawi,2020,1.09,Millions,Current Prices
ODA: Total Net,21,Ireland,253,Malawi,2020,23.75,Millions,Current Prices
ODA: Total Net,301,Canada,253,Malawi,2020,9.31,Millions,Current Prices
