aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,4,France,366,Panama,2020,-7.93,Millions,Current Prices
ODA: Total Net,302,United States,366,Panama,2020,7.25,Millions,Current Prices
ODA: Total Net,301,Canada,366,Panama,2020,0.57,Millions,Current Prices
ODA: Total Net,11,Switzerland,366,Panama,2020,0.53,Millions,Current Prices
ODA: Total Net,1,Austria,366,Panama,2020,0.06,Millions,Current Prices
ODA: Total Net,12,United Kingdom,366,Panama,2020,1.79,Millions,Current Prices
ODA: Total Net,2,Belgium,366,Panama,2020,0.41,Millions,Current Prices
ODA: Total Net,21,Ireland,377,Antigua and Barbuda,2020,0.34,Millions,Current Prices
ODA: Total Net,12,United Kingdom,377,Antigua and Barbuda,2020,0.25,Millions,Current Prices
ODA: Total Net,302,United States,377,Antigua and Barbuda,2020,0.05,Millions,Current Prices
ODA: Total Net,301,Canada,377,Antigua and Barbuda,2020,0.51,Millions,Current Prices
ODA: Total Net,4,France,377,Antigua and Barbuda,2020,0.05,Millions,Current Prices
ODA: Total Net,5,Germany,377,Antigua and Barbuda,2020,0,Millions,Current Prices
ODA: Total Net,6,Italy,377,Antigua and Barbuda,2020,0.47,Millions,Current Prices
ODA: Total Net,701,Japan,377,Antigua and Barbuda,2020,0.15,Millions,Current Prices
ODA: Total Net,76,Poland,377,Antigua and Barbuda,2020,0,Millions,Current Prices
ODA: Total Net,801,Australia,377,Antigua and Barbuda,2020,0.01,Millions,Current Prices
ODA: Total Net,820,New Zealand,378,Dominica,2020,0.11,Millions,Current Prices
ODA: Total Net,22,Luxembourg,389,"Caribbean & Central America, regional",2020,0.44,Millions,Current Prices
ODA: Total Net,21,Ireland,389,"Caribbean & Central America, regional",2020,0.43,Millions,Current Prices
ODA: Total Net,4,France,389,"Caribbean & Central America, regional",2020,0.35,Millions,Current Prices
ODA: Total Net,302,United States,389,"Caribbean & Central America, regional",2020,3.86,Millions,Current Prices
ODA: Total Net,8,Norway,389,"Caribbean & Central America, regional",2020,3.1,Millions,Current Prices
ODA: Total Net,701,Japan,389,"Caribbean & Central America, regional",2020,0,Millions,Current Prices
ODA: Total Net,7,Netherlands,389,"Caribbean & Central America, regional",2020,1.11,Millions,Current Prices
ODA: Total Net,5,Germany,389,"Caribbean & Central America, regional",2020,170.31,Millions,Current Prices
ODA: Total Net,50,Spain,389,"Caribbean & Central America, regional",2020,3.8,Millions,Current Prices
ODA: Total Net,6,Italy,389,"Caribbean & Central America, regional",2020,2,Millions,Current Prices
ODA: Total Net,6,Italy,425,Argentina,2020,-0.83,Millions,Current Prices
ODA: Total Net,50,Spain,425,Argentina,2020,-5.76,Millions,Current Prices
ODA: Total Net,5,Germany,425,Argentina,2020,23.24,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,425,Argentina,2020,0,Millions,Current Prices
ODA: Total Net,701,Japan,425,Argentina,2020,1.96,Millions,Current Prices
ODA: Total Net,7,Netherlands,425,Argentina,2020,0.18,Millions,Current Prices
ODA: Total Net,801,Australia,425,Argentina,2020,0.04,Millions,Current Prices
ODA: Total Net,820,New Zealand,425,Argentina,2020,0.13,Millions,Current Prices
ODA: Total Net,9,Portugal,425,Argentina,2020,0.1,Millions,Current Prices
ODA: Total Net,742,Korea,425,Argentina,2020,0.62,Millions,Current Prices
ODA: Total Net,75,Hungary,425,Argentina,2020,0.22,Millions,Current Prices
ODA: Total Net,76,Poland,425,Argentina,2020,0.05,Millions,Current Prices
ODA: Total Net,302,United States,425,Argentina,2020,6.02,Millions,Current Prices
ODA: Total Net,301,Canada,425,Argentina,2020,1.05,Millions,Current Prices
ODA: Total Net,4,France,425,Argentina,2020,11.9,Millions,Current Prices
ODA: Total Net,21,Ireland,425,Argentina,2020,0.08,Millions,Current Prices
ODA: Total Net,22,Luxembourg,425,Argentina,2020,0.28,Millions,Current Prices
ODA: Total Net,3,Denmark,425,Argentina,2020,0.22,Millions,Current Prices
ODA: Total Net,11,Switzerland,425,Argentina,2020,1.03,Millions,Current Prices
ODA: Total Net,1,Austria,425,Argentina,2020,0.3,Millions,Current Prices
ODA: Total Net,10,Sweden,425,Argentina,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,425,Argentina,2020,4.67,Millions,Current Prices
ODA: Total Net,18,Finland,425,Argentina,2020,0.08,Millions,Current Prices
ODA: Total Net,2,Belgium,425,Argentina,2020,0.31,Millions,Current Prices
ODA: Total Net,18,Finland,428,Bolivia,2020,0.2,Millions,Current Prices
ODA: Total Net,2,Belgium,428,Bolivia,2020,7.64,Millions,Current Prices
ODA: Total Net,12,United Kingdom,428,Bolivia,2020,1.93,Millions,Current Prices
ODA: Total Net,10,Sweden,428,Bolivia,2020,23.79,Millions,Current Prices
ODA: Total Net,1,Austria,428,Bolivia,2020,0.25,Millions,Current Prices
ODA: Total Net,11,Switzerland,428,Bolivia,2020,26.61,Millions,Current Prices
ODA: Total Net,3,Denmark,428,Bolivia,2020,0.82,Millions,Current Prices
ODA: Total Net,301,Canada,428,Bolivia,2020,12.04,Millions,Current Prices
ODA: Total Net,22,Luxembourg,428,Bolivia,2020,0.78,Millions,Current Prices
ODA: Total Net,301,Canada,437,Colombia,2020,39.2,Millions,Current Prices
ODA: Total Net,22,Luxembourg,437,Colombia,2020,0.71,Millions,Current Prices
ODA: Total Net,21,Ireland,437,Colombia,2020,2.78,Millions,Current Prices
ODA: Total Net,302,United States,437,Colombia,2020,558.76,Millions,Current Prices
ODA: Total Net,4,France,437,Colombia,2020,117.99,Millions,Current Prices
ODA: Total Net,40,Greece,437,Colombia,2020,0,Millions,Current Prices
ODA: Total Net,76,Poland,437,Colombia,2020,0.31,Millions,Current Prices
ODA: Total Net,742,Korea,437,Colombia,2020,17.68,Millions,Current Prices
ODA: Total Net,75,Hungary,437,Colombia,2020,0.58,Millions,Current Prices
ODA: Total Net,9,Portugal,437,Colombia,2020,0.58,Millions,Current Prices
ODA: Total Net,820,New Zealand,437,Colombia,2020,0.67,Millions,Current Prices
ODA: Total Net,801,Australia,437,Colombia,2020,0.03,Millions,Current Prices
ODA: Total Net,8,Norway,437,Colombia,2020,55.57,Millions,Current Prices
ODA: Total Net,701,Japan,437,Colombia,2020,8.33,Millions,Current Prices
ODA: Total Net,7,Netherlands,437,Colombia,2020,1.45,Millions,Current Prices
ODA: Total Net,68,Czech Republic,437,Colombia,2020,0.17,Millions,Current Prices
ODA: Total Net,5,Germany,437,Colombia,2020,637.1,Millions,Current Prices
ODA: Total Net,50,Spain,437,Colombia,2020,72.68,Millions,Current Prices
ODA: Total Net,6,Italy,437,Colombia,2020,7.1,Millions,Current Prices
ODA: Total Net,6,Italy,440,Ecuador,2020,1.31,Millions,Current Prices
ODA: Total Net,50,Spain,440,Ecuador,2020,10.7,Millions,Current Prices
ODA: Total Net,5,Germany,440,Ecuador,2020,32.98,Millions,Current Prices
ODA: Total Net,68,Czech Republic,440,Ecuador,2020,0.01,Millions,Current Prices
ODA: Total Net,701,Japan,440,Ecuador,2020,1.44,Millions,Current Prices
ODA: Total Net,8,Norway,440,Ecuador,2020,1.27,Millions,Current Prices
ODA: Total Net,801,Australia,440,Ecuador,2020,0.02,Millions,Current Prices
ODA: Total Net,820,New Zealand,440,Ecuador,2020,0.12,Millions,Current Prices
ODA: Total Net,9,Portugal,440,Ecuador,2020,0.02,Millions,Current Prices
ODA: Total Net,75,Hungary,440,Ecuador,2020,0.83,Millions,Current Prices
ODA: Total Net,742,Korea,440,Ecuador,2020,7.51,Millions,Current Prices
ODA: Total Net,76,Poland,440,Ecuador,2020,0.26,Millions,Current Prices
ODA: Total Net,4,France,440,Ecuador,2020,127.64,Millions,Current Prices
ODA: Total Net,302,United States,440,Ecuador,2020,56.98,Millions,Current Prices
ODA: Total Net,21,Ireland,440,Ecuador,2020,0.13,Millions,Current Prices
ODA: Total Net,22,Luxembourg,440,Ecuador,2020,0.11,Millions,Current Prices
ODA: Total Net,301,Canada,440,Ecuador,2020,4.36,Millions,Current Prices
ODA: Total Net,10,Sweden,440,Ecuador,2020,0.22,Millions,Current Prices
ODA: Total Net,11,Switzerland,440,Ecuador,2020,0.96,Millions,Current Prices
ODA: Total Net,1,Austria,440,Ecuador,2020,0.35,Millions,Current Prices
ODA: Total Net,18,Finland,440,Ecuador,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,440,Ecuador,2020,1.63,Millions,Current Prices
ODA: Total Net,2,Belgium,440,Ecuador,2020,8.04,Millions,Current Prices
ODA: Total Net,12,United Kingdom,446,Guyana,2020,2.15,Millions,Current Prices
ODA: Total Net,11,Switzerland,446,Guyana,2020,0.04,Millions,Current Prices
ODA: Total Net,301,Canada,446,Guyana,2020,2.2,Millions,Current Prices
ODA: Total Net,302,United States,446,Guyana,2020,2.51,Millions,Current Prices
ODA: Total Net,701,Japan,454,Peru,2020,-28.16,Millions,Current Prices
ODA: Total Net,68,Czech Republic,454,Peru,2020,0.28,Millions,Current Prices
ODA: Total Net,7,Netherlands,454,Peru,2020,-0.23,Millions,Current Prices
ODA: Total Net,50,Spain,454,Peru,2020,25.9,Millions,Current Prices
ODA: Total Net,5,Germany,454,Peru,2020,149,Millions,Current Prices
ODA: Total Net,6,Italy,454,Peru,2020,3.06,Millions,Current Prices
ODA: Total Net,50,Spain,457,Suriname,2020,0,Millions,Current Prices
ODA: Total Net,5,Germany,457,Suriname,2020,0.08,Millions,Current Prices
ODA: Total Net,7,Netherlands,457,Suriname,2020,4.62,Millions,Current Prices
ODA: Total Net,701,Japan,457,Suriname,2020,0.03,Millions,Current Prices
ODA: Total Net,820,New Zealand,457,Suriname,2020,0.08,Millions,Current Prices
ODA: Total Net,76,Poland,457,Suriname,2020,0,Millions,Current Prices
ODA: Total Net,742,Korea,457,Suriname,2020,0.06,Millions,Current Prices
ODA: Total Net,302,United States,457,Suriname,2020,0.2,Millions,Current Prices
ODA: Total Net,4,France,457,Suriname,2020,0.89,Millions,Current Prices
ODA: Total Net,301,Canada,457,Suriname,2020,0.7,Millions,Current Prices
ODA: Total Net,21,Ireland,457,Suriname,2020,0,Millions,Current Prices
ODA: Total Net,11,Switzerland,457,Suriname,2020,0,Millions,Current Prices
ODA: Total Net,12,United Kingdom,457,Suriname,2020,0.05,Millions,Current Prices
ODA: Total Net,2,Belgium,457,Suriname,2020,0.37,Millions,Current Prices
ODA: Total Net,12,United Kingdom,463,Venezuela,2020,26.36,Millions,Current Prices
ODA: Total Net,18,Finland,463,Venezuela,2020,0.57,Millions,Current Prices
ODA: Total Net,11,Switzerland,463,Venezuela,2020,10.84,Millions,Current Prices
ODA: Total Net,10,Sweden,463,Venezuela,2020,11.74,Millions,Current Prices
ODA: Total Net,1,Austria,463,Venezuela,2020,1.51,Millions,Current Prices
ODA: Total Net,21,Ireland,463,Venezuela,2020,1.73,Millions,Current Prices
ODA: Total Net,22,Luxembourg,463,Venezuela,2020,0.11,Millions,Current Prices
ODA: Total Net,301,Canada,463,Venezuela,2020,5.98,Millions,Current Prices
ODA: Total Net,3,Denmark,463,Venezuela,2020,0.57,Millions,Current Prices
ODA: Total Net,4,France,463,Venezuela,2020,9.55,Millions,Current Prices
ODA: Total Net,40,Greece,463,Venezuela,2020,0.03,Millions,Current Prices
ODA: Total Net,302,United States,463,Venezuela,2020,89.78,Millions,Current Prices
ODA: Total Net,742,Korea,463,Venezuela,2020,1.55,Millions,Current Prices
ODA: Total Net,76,Poland,463,Venezuela,2020,0.06,Millions,Current Prices
ODA: Total Net,75,Hungary,463,Venezuela,2020,0.01,Millions,Current Prices
ODA: Total Net,820,New Zealand,463,Venezuela,2020,0.01,Millions,Current Prices
ODA: Total Net,9,Portugal,463,Venezuela,2020,0.4,Millions,Current Prices
ODA: Total Net,8,Norway,463,Venezuela,2020,6.53,Millions,Current Prices
ODA: Total Net,701,Japan,463,Venezuela,2020,0.31,Millions,Current Prices
ODA: Total Net,7,Netherlands,463,Venezuela,2020,1.28,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,463,Venezuela,2020,0.01,Millions,Current Prices
ODA: Total Net,68,Czech Republic,463,Venezuela,2020,0.1,Millions,Current Prices
ODA: Total Net,5,Germany,463,Venezuela,2020,10.58,Millions,Current Prices
ODA: Total Net,50,Spain,463,Venezuela,2020,50.62,Millions,Current Prices
ODA: Total Net,6,Italy,463,Venezuela,2020,2.19,Millions,Current Prices
ODA: Total Net,6,Italy,489,"South America, regional",2020,1.97,Millions,Current Prices
ODA: Total Net,68,Czech Republic,540,Iran,2020,0.01,Millions,Current Prices
ODA: Total Net,9,Portugal,540,Iran,2020,0.02,Millions,Current Prices
ODA: Total Net,801,Australia,540,Iran,2020,0.08,Millions,Current Prices
ODA: Total Net,8,Norway,540,Iran,2020,2.41,Millions,Current Prices
ODA: Total Net,75,Hungary,540,Iran,2020,2.42,Millions,Current Prices
ODA: Total Net,76,Poland,540,Iran,2020,0.31,Millions,Current Prices
ODA: Total Net,4,France,540,Iran,2020,13.56,Millions,Current Prices
ODA: Total Net,40,Greece,540,Iran,2020,0,Millions,Current Prices
ODA: Total Net,21,Ireland,540,Iran,2020,0.01,Millions,Current Prices
ODA: Total Net,301,Canada,540,Iran,2020,0.17,Millions,Current Prices
ODA: Total Net,3,Denmark,540,Iran,2020,2.95,Millions,Current Prices
ODA: Total Net,1,Austria,540,Iran,2020,11.21,Millions,Current Prices
ODA: Total Net,10,Sweden,540,Iran,2020,2.4,Millions,Current Prices
ODA: Total Net,11,Switzerland,540,Iran,2020,0.74,Millions,Current Prices
ODA: Total Net,18,Finland,540,Iran,2020,0.04,Millions,Current Prices
ODA: Total Net,12,United Kingdom,540,Iran,2020,3.69,Millions,Current Prices
ODA: Total Net,2,Belgium,540,Iran,2020,0.21,Millions,Current Prices
ODA: Total Net,20,Iceland,543,Iraq,2020,0.07,Millions,Current Prices
ODA: Total Net,2,Belgium,543,Iraq,2020,11.07,Millions,Current Prices
ODA: Total Net,12,United Kingdom,543,Iraq,2020,59.51,Millions,Current Prices
ODA: Total Net,18,Finland,543,Iraq,2020,3.38,Millions,Current Prices
ODA: Total Net,10,Sweden,543,Iraq,2020,42.63,Millions,Current Prices
ODA: Total Net,11,Switzerland,543,Iraq,2020,14.41,Millions,Current Prices
ODA: Total Net,1,Austria,543,Iraq,2020,1.79,Millions,Current Prices
ODA: Total Net,3,Denmark,543,Iraq,2020,17.98,Millions,Current Prices
ODA: Total Net,301,Canada,543,Iraq,2020,71.21,Millions,Current Prices
ODA: Total Net,21,Ireland,543,Iraq,2020,1.76,Millions,Current Prices
ODA: Total Net,22,Luxembourg,543,Iraq,2020,1.38,Millions,Current Prices
ODA: Total Net,4,France,543,Iraq,2020,24.32,Millions,Current Prices
ODA: Total Net,302,United States,543,Iraq,2020,533.81,Millions,Current Prices
ODA: Total Net,76,Poland,543,Iraq,2020,2.2,Millions,Current Prices
ODA: Total Net,75,Hungary,543,Iraq,2020,6.08,Millions,Current Prices
ODA: Total Net,742,Korea,543,Iraq,2020,11.45,Millions,Current Prices
ODA: Total Net,8,Norway,543,Iraq,2020,25.35,Millions,Current Prices
ODA: Total Net,801,Australia,543,Iraq,2020,22.27,Millions,Current Prices
ODA: Total Net,820,New Zealand,543,Iraq,2020,3.42,Millions,Current Prices
ODA: Total Net,9,Portugal,543,Iraq,2020,0.1,Millions,Current Prices
ODA: Total Net,68,Czech Republic,543,Iraq,2020,4.31,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,543,Iraq,2020,0.48,Millions,Current Prices
ODA: Total Net,7,Netherlands,543,Iraq,2020,35.61,Millions,Current Prices
ODA: Total Net,701,Japan,543,Iraq,2020,698.81,Millions,Current Prices
ODA: Total Net,5,Germany,543,Iraq,2020,407.29,Millions,Current Prices
ODA: Total Net,50,Spain,543,Iraq,2020,7.6,Millions,Current Prices
ODA: Total Net,6,Italy,543,Iraq,2020,12.57,Millions,Current Prices
ODA: Total Net,61,Slovenia,543,Iraq,2020,0.05,Millions,Current Prices
ODA: Total Net,61,Slovenia,549,Jordan,2020,0.11,Millions,Current Prices
ODA: Total Net,6,Italy,549,Jordan,2020,18.59,Millions,Current Prices
ODA: Total Net,50,Spain,549,Jordan,2020,-0.61,Millions,Current Prices
ODA: Total Net,68,Czech Republic,55,Türkiye,2020,3.83,Millions,Current Prices
ODA: Total Net,7,Netherlands,55,Türkiye,2020,0.73,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,55,Türkiye,2020,1.86,Millions,Current Prices
ODA: Total Net,701,Japan,55,Türkiye,2020,-125.32,Millions,Current Prices
ODA: Total Net,5,Germany,55,Türkiye,2020,365.85,Millions,Current Prices
ODA: Total Net,50,Spain,55,Türkiye,2020,-3.05,Millions,Current Prices
ODA: Total Net,6,Italy,55,Türkiye,2020,39.15,Millions,Current Prices
ODA: Total Net,50,Spain,550,West Bank and Gaza Strip,2020,26.03,Millions,Current Prices
ODA: Total Net,6,Italy,550,West Bank and Gaza Strip,2020,28.95,Millions,Current Prices
ODA: Total Net,5,Germany,550,West Bank and Gaza Strip,2020,224.97,Millions,Current Prices
ODA: Total Net,701,Japan,550,West Bank and Gaza Strip,2020,62,Millions,Current Prices
ODA: Total Net,7,Netherlands,550,West Bank and Gaza Strip,2020,27.14,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,550,West Bank and Gaza Strip,2020,0.09,Millions,Current Prices
ODA: Total Net,61,Slovenia,550,West Bank and Gaza Strip,2020,0.24,Millions,Current Prices
ODA: Total Net,68,Czech Republic,550,West Bank and Gaza Strip,2020,0.44,Millions,Current Prices
ODA: Total Net,9,Portugal,550,West Bank and Gaza Strip,2020,0.09,Millions,Current Prices
ODA: Total Net,820,New Zealand,550,West Bank and Gaza Strip,2020,0.85,Millions,Current Prices
ODA: Total Net,8,Norway,550,West Bank and Gaza Strip,2020,66.78,Millions,Current Prices
ODA: Total Net,801,Australia,550,West Bank and Gaza Strip,2020,13.07,Millions,Current Prices
ODA: Total Net,742,Korea,550,West Bank and Gaza Strip,2020,4.27,Millions,Current Prices
ODA: Total Net,75,Hungary,550,West Bank and Gaza Strip,2020,4,Millions,Current Prices
ODA: Total Net,76,Poland,550,West Bank and Gaza Strip,2020,1,Millions,Current Prices
ODA: Total Net,302,United States,550,West Bank and Gaza Strip,2020,20.29,Millions,Current Prices
ODA: Total Net,4,France,550,West Bank and Gaza Strip,2020,65.61,Millions,Current Prices
ODA: Total Net,22,Luxembourg,550,West Bank and Gaza Strip,2020,4.02,Millions,Current Prices
ODA: Total Net,21,Ireland,550,West Bank and Gaza Strip,2020,9.82,Millions,Current Prices
ODA: Total Net,301,Canada,550,West Bank and Gaza Strip,2020,39.58,Millions,Current Prices
ODA: Total Net,3,Denmark,550,West Bank and Gaza Strip,2020,19.02,Millions,Current Prices
ODA: Total Net,1,Austria,550,West Bank and Gaza Strip,2020,5.55,Millions,Current Prices
ODA: Total Net,10,Sweden,550,West Bank and Gaza Strip,2020,57.68,Millions,Current Prices
ODA: Total Net,11,Switzerland,550,West Bank and Gaza Strip,2020,32.24,Millions,Current Prices
ODA: Total Net,18,Finland,550,West Bank and Gaza Strip,2020,9.84,Millions,Current Prices
ODA: Total Net,12,United Kingdom,550,West Bank and Gaza Strip,2020,66.5,Millions,Current Prices
ODA: Total Net,2,Belgium,550,West Bank and Gaza Strip,2020,20.8,Millions,Current Prices
ODA: Total Net,20,Iceland,550,West Bank and Gaza Strip,2020,0.8,Millions,Current Prices
ODA: Total Net,20,Iceland,555,Lebanon,2020,0.3,Millions,Current Prices
ODA: Total Net,2,Belgium,555,Lebanon,2020,12.75,Millions,Current Prices
ODA: Total Net,12,United Kingdom,555,Lebanon,2020,154.44,Millions,Current Prices
ODA: Total Net,18,Finland,555,Lebanon,2020,6.34,Millions,Current Prices
ODA: Total Net,10,Sweden,555,Lebanon,2020,8.88,Millions,Current Prices
ODA: Total Net,11,Switzerland,555,Lebanon,2020,27.3,Millions,Current Prices
ODA: Total Net,20,Iceland,573,Syrian Arab Republic,2020,1.36,Millions,Current Prices
ODA: Total Net,12,United Kingdom,573,Syrian Arab Republic,2020,232.4,Millions,Current Prices
ODA: Total Net,18,Finland,573,Syrian Arab Republic,2020,16.39,Millions,Current Prices
ODA: Total Net,10,Sweden,573,Syrian Arab Republic,2020,57.91,Millions,Current Prices
ODA: Total Net,11,Switzerland,573,Syrian Arab Republic,2020,37.61,Millions,Current Prices
ODA: Total Net,1,Austria,573,Syrian Arab Republic,2020,17.76,Millions,Current Prices
ODA: Total Net,301,Canada,573,Syrian Arab Republic,2020,74.93,Millions,Current Prices
ODA: Total Net,3,Denmark,573,Syrian Arab Republic,2020,46.44,Millions,Current Prices
ODA: Total Net,21,Ireland,573,Syrian Arab Republic,2020,7.72,Millions,Current Prices
ODA: Total Net,22,Luxembourg,573,Syrian Arab Republic,2020,2.87,Millions,Current Prices
ODA: Total Net,40,Greece,573,Syrian Arab Republic,2020,0.21,Millions,Current Prices
ODA: Total Net,4,France,573,Syrian Arab Republic,2020,69.26,Millions,Current Prices
ODA: Total Net,302,United States,573,Syrian Arab Republic,2020,690.14,Millions,Current Prices
ODA: Total Net,76,Poland,573,Syrian Arab Republic,2020,2,Millions,Current Prices
ODA: Total Net,75,Hungary,573,Syrian Arab Republic,2020,9.85,Millions,Current Prices
ODA: Total Net,742,Korea,573,Syrian Arab Republic,2020,3.42,Millions,Current Prices
ODA: Total Net,8,Norway,573,Syrian Arab Republic,2020,100.76,Millions,Current Prices
ODA: Total Net,801,Australia,573,Syrian Arab Republic,2020,15.89,Millions,Current Prices
ODA: Total Net,9,Portugal,573,Syrian Arab Republic,2020,4.44,Millions,Current Prices
ODA: Total Net,820,New Zealand,573,Syrian Arab Republic,2020,2.27,Millions,Current Prices
ODA: Total Net,68,Czech Republic,573,Syrian Arab Republic,2020,2.67,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,573,Syrian Arab Republic,2020,0.1,Millions,Current Prices
ODA: Total Net,701,Japan,573,Syrian Arab Republic,2020,76.15,Millions,Current Prices
ODA: Total Net,7,Netherlands,573,Syrian Arab Republic,2020,23.91,Millions,Current Prices
ODA: Total Net,50,Spain,573,Syrian Arab Republic,2020,14.63,Millions,Current Prices
ODA: Total Net,6,Italy,573,Syrian Arab Republic,2020,16.22,Millions,Current Prices
ODA: Total Net,61,Slovenia,573,Syrian Arab Republic,2020,0.11,Millions,Current Prices
ODA: Total Net,5,Germany,573,Syrian Arab Republic,2020,890.45,Millions,Current Prices
ODA: Total Net,5,Germany,580,Yemen,2020,305.35,Millions,Current Prices
ODA: Total Net,50,Spain,580,Yemen,2020,2.79,Millions,Current Prices
ODA: Total Net,61,Slovenia,580,Yemen,2020,0.1,Millions,Current Prices
ODA: Total Net,6,Italy,580,Yemen,2020,3.52,Millions,Current Prices
ODA: Total Net,7,Netherlands,580,Yemen,2020,40.48,Millions,Current Prices
ODA: Total Net,701,Japan,580,Yemen,2020,47.75,Millions,Current Prices
ODA: Total Net,68,Czech Republic,580,Yemen,2020,0.91,Millions,Current Prices
ODA: Total Net,9,Portugal,580,Yemen,2020,0.04,Millions,Current Prices
ODA: Total Net,820,New Zealand,580,Yemen,2020,2.27,Millions,Current Prices
ODA: Total Net,742,Korea,580,Yemen,2020,22.04,Millions,Current Prices
ODA: Total Net,75,Hungary,580,Yemen,2020,1,Millions,Current Prices
ODA: Total Net,76,Poland,580,Yemen,2020,0.44,Millions,Current Prices
ODA: Total Net,8,Norway,580,Yemen,2020,28.25,Millions,Current Prices
ODA: Total Net,4,France,580,Yemen,2020,8.73,Millions,Current Prices
ODA: Total Net,75,Hungary,610,Armenia,2020,0.04,Millions,Current Prices
ODA: Total Net,76,Poland,610,Armenia,2020,0.58,Millions,Current Prices
ODA: Total Net,302,United States,610,Armenia,2020,30.67,Millions,Current Prices
ODA: Total Net,4,France,610,Armenia,2020,22.71,Millions,Current Prices
ODA: Total Net,22,Luxembourg,610,Armenia,2020,0.09,Millions,Current Prices
ODA: Total Net,21,Ireland,610,Armenia,2020,0.05,Millions,Current Prices
ODA: Total Net,301,Canada,610,Armenia,2020,0.07,Millions,Current Prices
ODA: Total Net,3,Denmark,610,Armenia,2020,0.07,Millions,Current Prices
ODA: Total Net,1,Austria,610,Armenia,2020,2.85,Millions,Current Prices
ODA: Total Net,10,Sweden,610,Armenia,2020,4.68,Millions,Current Prices
ODA: Total Net,11,Switzerland,610,Armenia,2020,5.13,Millions,Current Prices
ODA: Total Net,12,United Kingdom,610,Armenia,2020,2.89,Millions,Current Prices
ODA: Total Net,18,Finland,610,Armenia,2020,0.03,Millions,Current Prices
ODA: Total Net,2,Belgium,610,Armenia,2020,0.34,Millions,Current Prices
ODA: Total Net,18,Finland,611,Azerbaijan,2020,0.02,Millions,Current Prices
ODA: Total Net,12,United Kingdom,611,Azerbaijan,2020,2.27,Millions,Current Prices
ODA: Total Net,11,Switzerland,611,Azerbaijan,2020,3.82,Millions,Current Prices
ODA: Total Net,10,Sweden,611,Azerbaijan,2020,2.21,Millions,Current Prices
ODA: Total Net,1,Austria,611,Azerbaijan,2020,4.96,Millions,Current Prices
ODA: Total Net,301,Canada,611,Azerbaijan,2020,0.34,Millions,Current Prices
ODA: Total Net,22,Luxembourg,611,Azerbaijan,2020,0.25,Millions,Current Prices
ODA: Total Net,4,France,611,Azerbaijan,2020,114.92,Millions,Current Prices
ODA: Total Net,302,United States,611,Azerbaijan,2020,12.14,Millions,Current Prices
ODA: Total Net,8,Norway,611,Azerbaijan,2020,0.55,Millions,Current Prices
ODA: Total Net,76,Poland,611,Azerbaijan,2020,2.17,Millions,Current Prices
ODA: Total Net,742,Korea,611,Azerbaijan,2020,8.85,Millions,Current Prices
ODA: Total Net,75,Hungary,611,Azerbaijan,2020,4.57,Millions,Current Prices
ODA: Total Net,9,Portugal,611,Azerbaijan,2020,0,Millions,Current Prices
ODA: Total Net,68,Czech Republic,611,Azerbaijan,2020,0.07,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,611,Azerbaijan,2020,0.01,Millions,Current Prices
ODA: Total Net,7,Netherlands,611,Azerbaijan,2020,0.12,Millions,Current Prices
ODA: Total Net,701,Japan,611,Azerbaijan,2020,-20.24,Millions,Current Prices
ODA: Total Net,6,Italy,611,Azerbaijan,2020,0.94,Millions,Current Prices
ODA: Total Net,5,Germany,611,Azerbaijan,2020,20.97,Millions,Current Prices
ODA: Total Net,50,Spain,611,Azerbaijan,2020,0.25,Millions,Current Prices
ODA: Total Net,50,Spain,612,Georgia,2020,8.51,Millions,Current Prices
ODA: Total Net,5,Germany,612,Georgia,2020,330.52,Millions,Current Prices
ODA: Total Net,61,Slovenia,612,Georgia,2020,0.12,Millions,Current Prices
ODA: Total Net,6,Italy,612,Georgia,2020,0.31,Millions,Current Prices
ODA: Total Net,7,Netherlands,612,Georgia,2020,0.69,Millions,Current Prices
ODA: Total Net,701,Japan,612,Georgia,2020,-3.07,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,612,Georgia,2020,1.12,Millions,Current Prices
ODA: Total Net,68,Czech Republic,612,Georgia,2020,3.33,Millions,Current Prices
ODA: Total Net,9,Portugal,612,Georgia,2020,0.1,Millions,Current Prices
ODA: Total Net,75,Hungary,612,Georgia,2020,1.12,Millions,Current Prices
ODA: Total Net,742,Korea,612,Georgia,2020,1.36,Millions,Current Prices
ODA: Total Net,8,Norway,614,Kyrgyzstan,2020,0.33,Millions,Current Prices
ODA: Total Net,76,Poland,614,Kyrgyzstan,2020,0.22,Millions,Current Prices
ODA: Total Net,4,France,614,Kyrgyzstan,2020,0.67,Millions,Current Prices
ODA: Total Net,302,United States,614,Kyrgyzstan,2020,44.84,Millions,Current Prices
